"sku","name","orderedquantity","stocklevel","restockingleadtime","sentimentscore","sentimentmagnitude"
"GGOEGAAJ032714"," Men's Long & Lean Tee Grey",49,81,14,0.60,0.90
"GGOEGKWR060810"," Bib Red",27,44,15,0.60,0.90
"GGOEAAAC080916","Android Lifted Men's Short Sleeve Tee Blue",3,4,16,0.60,0.90
"GGOEGAYH067956"," Youth Girl Tee Green",11,18,16,0.60,0.90
"GGOEAAAC080913","Android Lifted Men's Short Sleeve Tee Blue",7,11,16,0.60,0.90
"9182553"," Men's Vintage Henley",0,0,17,0.60,0.90
"GGOEGAEB084517","BLM Sweatshirt",1,1,17,0.60,0.90
"GGOEGAAJ032716"," Men's Long & Lean Tee Grey",16,26,17,0.60,0.90
"GGOEYAAB031817"," Men's Short Sleeve Hero Tee Black",13,21,18,0.60,0.90
"9182714"," Men's Long Sleeve Raglan Ocean Blue",0,0,18,0.60,0.90
"GGOEGAAX0687","Android Youth Short Sleeve T-shirt Aqua",24,39,18,0.60,0.90
"GGOEGAEC033114"," Men's Long Sleeve Raglan Ocean Blue",44,71,18,0.60,0.90
"GGOEGAAX0622"," Infant Short Sleeve Tee White",34,55,19,0.60,0.90
"GGOEGAWR061848"," Infant Short Sleeve Tee Red",11,18,19,0.60,0.90
"GGOEGAAX0580"," Women's 1/4 Zip Jacket Charcoal",4,7,18,-0.10,0.90
"GGOEGAAX0106"," Men's 100% Cotton Short Sleeve Hero Tee Navy",15,29,6,0.20,0.90
"GGOEGAAX0357","Android Men's Vintage Tank",33,57,10,0.20,0.90
"GGOEGAAX0104"," Men's 100% Cotton Short Sleeve Hero Tee White",528,749,12,0.20,0.90
"GGOEGAAX0363"," Women's Long Sleeve Tee Lavender",80,128,13,0.20,0.90
"GGOEGAAX0360"," Women's Fleece Hoodie",58,78,15,0.20,0.90
"GGOEGAAX0278"," Women's Short Sleeve Hero Tee Black",95,121,16,0.20,0.90
"GGOEGAAX0359","Android Men's  Zip Hoodie",12,17,16,0.20,0.90
"GGOEGAAX0579"," Women's Short Sleeve Performance Tee Charcoal",10,18,11,-0.20,0.90
"GGOEGAAX0588"," Women's Shell Jacket Blue/Black",3,5,7,0.00,1.30
"GGOEGCVB072399"," Executive Umbrella",242,458,5,0.60,1.30
"GGOEGPJR018999","7 Dog Frisbee",168,324,5,0.60,1.30
"GGOEWEBB082699"," Mobile Phone Vent Mount",68,129,15,0.70,1.30
"GGOEGCBB074399"," Device Holder Sticky Pad",49,94,8,0.10,1.30
"GGOEGAAX0281"," Women's Short Sleeve Badge Tee Grey",7,8,8,0.40,1.30
"GGOEGAAX0575"," Women's Weatherblock Shell Jacket Black",1,1,13,0.40,1.30
"GGOEAXXX0833","Android Men's Paradise Short Sleeve Tee Olive",0,0,14,0.40,1.30
"GGOEGCNB021099","Seat Pack Organizer",160,304,11,-0.40,1.30
"GGOEGHPB071610"," Twill Cap",917,1755,5,0.80,1.30
"GGOEGAAX0655"," Toddler Short Sleeve T-shirt Grey",65,123,5,0.80,1.30
"GGOEGATJ060516"," Women's Quilted Insulated Vest White",3,5,5,0.80,1.30
"GGOEAAYJ068856","Android Youth Short Sleeve T-shirt Pewter",3,5,5,0.80,1.30
"9182816"," Infant Zip Hood Royal Blue",0,0,6,0.80,1.30
"GGOEGATH060714"," Women's Convertible Vest-Jacket Sea Foam Green",10,19,6,0.80,1.30
"GGOEGAAC032113"," Men's Short Sleeve Hero Tee Light Blue",9,17,6,0.80,1.30
"9180762"," Tote Bag",0,0,6,0.80,1.30
"GGOEAAEH035213","Android Men's Vintage Henley",10,19,6,0.80,1.30
"GGOEGAEJ035313"," Vintage Henley Grey/Black",16,30,6,0.80,1.30
"GGOEGAFB035815"," Men's  Zip Hoodie",52,98,6,0.80,1.30
"GGOEAAYJ068826","Android Youth Short Sleeve T-shirt Pewter",3,5,7,0.80,1.30
"9183222"," Leather Perforated Journal",0,0,7,0.80,1.30
"9180769"," Laptop Backpack",0,0,7,0.80,1.30
"9183196"," 4400mAh Power Bank",0,0,7,0.80,1.30
"GGOEGAAR010717"," Men's 100% Cotton Short Sleeve Hero Tee Red",15,29,8,0.80,1.30
"GGOEAHPB076115","Android Stretch Fit Hat",18,34,8,0.80,1.30
"GGOEAAEJ033416","Android Men's Long Sleeve Badge Crew Tee Heather",15,28,9,0.80,1.30
"GGOEGBMB073799"," Zipper-front Sports Bag",162,307,9,0.80,1.30
"GGOEAOCH077899","Android Spiral Journal with Pen",665,1280,9,0.80,1.30
"GGOEGAYH068456"," Youth Short Sleeve T-shirt Green",17,32,9,0.80,1.30
"9183212","Android RFID Journal",0,0,9,0.80,1.30
"9183219"," Leather Journal",0,0,9,0.80,1.30
"GGOEGAEC033115"," Men's Long Sleeve Raglan Ocean Blue",66,125,10,0.80,1.30
"GGOEAAAP081215","Android Men's Take Charge Short Sleeve Tee Purple",23,44,10,0.80,1.30
"GGOEGAFB035816"," Men's  Zip Hoodie",22,41,10,0.80,1.30
"GGOEYAEA035113"," Men's Vintage Henley",45,87,10,0.80,1.30
"GGOEGAAX0671"," Toddler Short Sleeve Tee White",21,40,10,0.80,1.30
"GGOEGAAX0659"," Toddler Raglan Shirt Blue Heather/Navy",12,22,10,0.80,1.30
"GGOEGAYH068425"," Youth Short Sleeve T-shirt Green",4,7,11,0.80,1.30
"GGOEGAEB027813"," Women's Short Sleeve Hero Tee Black",130,252,11,0.80,1.30
"GGOEGATB060417"," Women's Quilted Insulated Vest Black",1,1,12,0.80,1.30
"9184707"," Women's Typography Short Sleeve Tee",0,0,12,0.80,1.30
"GGOEAAEJ033414","Android Men's Long Sleeve Badge Crew Tee Heather",49,95,13,0.80,1.30
"GGOEGDHC074099"," 17oz Stainless Steel Sport Bottle",716,1390,13,0.80,1.30
"GGOEAAAJ032914","Android Men's Long & Lean Badge Tee Charcoal",68,129,13,0.80,1.30
"GGOEGOCD078399"," Leather Perforated Journal",687,1305,13,0.80,1.30
"GGOEGAAX0611"," Onesie Red",3,5,13,0.80,1.30
"GGOEYAEJ029617"," Women's Short Sleeve Tri-blend Badge Tee Grey",2,3,13,0.80,1.30
"GGOEGAWQ062250"," Infant Short Sleeve Tee White",16,30,13,0.80,1.30
"GGOEGAXL065929"," Toddler Raglan Shirt Blue Heather/Navy",5,9,14,0.80,1.30
"GGOEGAYQ068925"," Youth Girl Hoodie",4,7,14,0.80,1.30
"GGOEAAEB028313","Android Women's Short Sleeve Hero Tee Black",3,5,14,0.80,1.30
"GGOEGAAR010714"," Men's 100% Cotton Short Sleeve Hero Tee Red",48,92,14,0.80,1.30
"GGOEGAAQ033917"," Men's Vintage Badge Tee White",40,76,14,0.80,1.30
"GGOEYAFB073114"," Men's Fleece Hoodie Black",74,143,14,0.80,1.30
"9183188"," High Capacity 10,400mAh Charger",0,0,14,0.80,1.30
"9182599"," Women's Long Sleeve Tee Lavender",0,0,15,0.80,1.30
"9182717"," Men's Short Sleeve Hero Tee Light Blue",0,0,15,0.80,1.30
"GGOEGADC059515"," Men's Microfiber 1/4 Zip Pullover Blue/Indigo",2,3,15,0.80,1.30
"GGOENEBQ081799"," Protect Smoke + CO White Wired Alarm - CA",26,49,15,0.80,1.30
"GGOEGADB059214"," Men's Airflow 1/4 Zip Pullover Black",22,41,15,0.80,1.30
"GGOEGAPB058216"," Women's Lightweight Microfleece Jacket",2,3,15,0.80,1.30
"GGOEGAWC061948"," Infant Short Sleeve Tee Royal Blue",5,9,16,0.80,1.30
"GGOEGAEJ028015"," Women's Short Sleeve Hero Tee Grey",72,138,16,0.80,1.30
"GGOEGALJ057915"," Women's Short Sleeve Performance Tee Charcoal",6,11,16,0.80,1.30
"GGOEGAER029716"," Women's Short Sleeve Hero Tee Red Heather",7,13,17,0.80,1.30
"GGOEAAAJ031915","Android Men's Short Sleeve Hero Tee Heather",101,193,18,0.80,1.30
"GGOEGAWC061950"," Infant Short Sleeve Tee Royal Blue",4,7,18,0.80,1.30
"GGOEGAEJ028116"," Women's Short Sleeve Badge Tee Grey",11,21,18,0.80,1.30
"GGOEGAAX0618"," Infant Short Sleeve Tee Red",8,15,18,0.80,1.30
"9183229"," Cam Outdoor Security Camera - USA",0,0,18,0.80,1.30
"9183239","25L Classic Rucksack",0,0,19,0.80,1.30
"GGOENEBB081499"," Cam Indoor Security Camera - CA",38,72,19,0.80,1.30
"GGOEGAAX0761","Android Stretch Fit Hat Black",27,52,19,0.80,1.30
"GGOEGALJ072916"," Women's Performance Hero Tee Gunmetal",3,5,19,0.80,1.30
"GGOEGDHC018299"," 22 oz Water Bottle",10075,19678,4,0.90,1.30
"GGOEYAWJ061450"," Onesie Heather",19,37,6,0.90,1.30
"9182741"," Men's Airflow 1/4 Zip Pullover Lapis",0,0,8,0.90,1.30
"9182745"," Men's Quilted Insulated Vest Black",0,0,9,0.90,1.30
"GGOEGAFB035813"," Men's  Zip Hoodie",21,41,12,0.90,1.30
"GGOEAAEJ030913","Android Women's Long Sleeve Blended Cardigan Grey",30,58,12,0.90,1.30
"GGOEAAAB034816","Android BTTF Cosmos Graphic Tee",3,5,13,0.90,1.30
"GGOEGAAC035016"," Men's Bayside Graphic Tee",2,3,14,0.90,1.30
"GGOEGOCL077699"," Hard Cover Journal",1113,2171,14,0.90,1.30
"GGOEGAAX0682"," Youth Short Sleeve Tee Red",16,31,14,0.90,1.30
"GGOEAAAQ032013","Android Men's Short Sleeve Hero Tee White",49,95,15,0.90,1.30
"GGOEGAYT068526"," Youth Short Sleeve T-shirt Yellow",26,51,15,0.90,1.30
"GGOEGAEA030416"," Womens 3/4 Sleeve Baseball Raglan Heather/Black",13,25,15,0.90,1.30
"GGOEGAAJ059113"," Men's Short Sleeve Performance Badge Tee Pewter",13,25,16,0.90,1.30
"9183241","25L Classic Rucksack",0,0,16,0.90,1.30
"9182806"," Onesie Green",0,0,17,0.90,1.30
"GGOEYAEJ029013"," Women's Short Sleeve Hero Tee Charcoal",11,21,17,0.90,1.30
"GGOEGAAX0607"," Women's Convertible Vest-Jacket Sea Foam Green",22,25,8,-0.50,1.80
"GGOEGAAX0606"," Women's Convertible Vest-Jacket Black",37,48,10,-0.30,1.80
"GGOEGAAX0283","Android Women's Short Sleeve Hero Tee Black",7,11,7,0.70,1.80
"GGOEGXXX0806"," Men's Bike Short Sleeve Tee Charcoal",10,12,7,0.70,1.80
"GGOEGAAX0107"," Men's 100% Cotton Short Sleeve Hero Tee Red",40,72,8,0.70,1.80
"GGOEGAAX0601"," Women's Short Sleeve Performance Tee Pewter",1,1,9,0.70,1.80
"GGOEWXXX0835"," Men's Typography Short Sleeve Tee",1,1,11,0.70,1.80
"GGOEGAAX0567"," Men's Softshell Jacket Black/Grey",1,1,12,0.70,1.80
"GGOEGAAX0356"," Men's Vintage Tank",63,119,15,0.70,1.80
"GGOEGAAX0732"," Women's Fleece Hoodie Black",4,5,17,0.70,1.80
"GGOEGAAX0334","Android Men's Long Sleeve Badge Crew Tee Heather",44,87,13,-0.10,1.80
